Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,691,930,544,0.887,26.870,8289918
1,692,936,542,0.209,6.325,8026746
1,693,944,510,1.088,32.985,8421504
1,694,926,536,1.044,31.623,8026746
1,695,941,521,0.700,21.213,8092539
1,696,941,521,0.000,0.000,8092539
1,697,940,544,0.760,23.022,8487297
1,698,950,512,1.106,33.526,8618883
1,699,969,476,1.343,40.706,9737364
1,700,952,506,1.138,34.482,8750469
1,701,956,505,0.136,4.123,8882055
1,702,934,540,1.364,41.340,8553090
1,703,942,509,1.057,32.016,8618883
1,704,922,524,0.825,25.000,8618883
1,705,934,509,0.634,19.209,8816262
1,706,941,502,0.327,9.899,8618883
1,707,936,528,0.874,26.476,8355711
1,708,949,506,0.843,25.554,8816262
1,709,934,518,0.634,19.209,8026746
1,710,940,509,0.357,10.817,8289918
1,711,945,509,0.165,5.000,8158332
1,712,929,537,1.064,32.249,8684676
1,713,946,508,1.109,33.615,8618883
1,714,938,537,0.993,30.083,8289918
1,715,946,509,0.961,29.120,8421504
1,716,956,510,0.332,10.050,8158332
1,717,948,553,1.443,43.738,8487297
1,718,961,522,1.109,33.615,8487297
1,719,984,474,1.756,53.226,9276813
1,720,965,502,1.117,33.838,8553090
1,721,965,502,0.000,0.000,8553090
1,722,948,550,1.680,50.922,8158332
1,723,957,520,1.034,31.321,8355711
1,724,973,476,1.545,46.819,9474192
1,725,957,505,1.093,33.121,8816262
1,726,957,505,0.000,0.000,8816262
1,727,958,466,1.287,39.013,9145227
1,728,942,500,1.240,37.577,8487297
1,729,921,544,1.609,48.754,8816262
1,730,921,546,0.066,2.000,8816262
1,731,953,502,1.795,54.406,8618883
1,732,930,540,1.466,44.418,7763574
1,733,949,492,1.704,51.624,8553090
1,734,920,542,1.907,57.801,8092539
1,735,922,540,0.093,2.828,7895160
1,736,937,500,1.410,42.720,8355711
1,737,917,540,1.476,44.721,9079434
1,738,938,502,1.433,43.417,8553090
1,739,962,472,1.268,38.419,9145227
1,740,962,472,0.000,0.000,9145227
1,741,957,520,1.593,48.260,8158332
1,742,965,490,1.025,31.048,8553090
1,743,961,521,1.031,31.257,8553090
1,744,965,474,1.557,47.170,9211020
1,745,965,474,0.000,0.000,9211020
1,746,945,512,1.417,42.942,8158332
1,747,957,480,1.128,34.176,8487297
1,748,941,508,1.064,32.249,8289918
1,749,950,485,0.815,24.698,8882055
1,750,950,481,0.132,4.000,8618883
1,751,933,517,1.314,39.812,8421504
1,752,926,540,0.793,24.042,8158332
1,753,941,517,0.906,27.459,8092539
1,754,937,550,1.097,33.242,7960953
1,755,937,550,0.000,0.000,7960953
1,756,949,517,1.159,35.114,8487297
1,757,942,557,1.340,40.608,8289918
1,758,950,530,0.929,28.160,7697781
1,759,950,530,0.000,0.000,7697781
1,760,978,466,2.305,69.857,9145227
1,761,958,536,2.402,72.801,8158332
1,762,969,489,1.593,48.270,9013641
1,763,948,533,1.609,48.754,8158332
1,764,954,538,0.258,7.810,8487297
1,765,969,484,1.849,56.045,9408399
1,766,956,541,1.929,58.464,8487297
1,767,968,490,1.729,52.393,8684676
1,768,940,538,1.834,55.570,7829367
1,769,942,537,0.074,2.236,7895160
1,770,960,498,1.417,42.953,8750469
1,771,948,545,1.601,48.508,8158332
1,772,962,514,1.122,34.015,8750469
1,773,962,553,1.287,39.000,8158332
1,774,958,549,0.187,5.657,8092539
1,775,978,509,1.476,44.721,8750469
1,776,964,552,1.492,45.222,8092539
1,777,969,514,1.265,38.328,8487297
1,778,977,485,0.993,30.083,9539985
1,779,977,485,0.000,0.000,9539985
1,780,966,521,1.242,37.643,8355711
1,781,970,474,1.557,47.170,8618883
1,782,966,517,1.425,43.186,8553090
1,783,978,468,1.665,50.448,9474192
1,784,978,469,0.033,1.000,9408399
1,785,961,516,1.649,49.980,8487297
1,786,958,549,1.093,33.136,8092539
1,787,969,516,1.148,34.785,8750469
1,788,970,553,1.221,37.014,8618883
1,789,970,553,0.000,0.000,8553090
1,790,973,513,1.324,40.112,8487297
1,791,972,557,1.452,44.011,9079434
1,792,972,525,1.056,32.000,8553090
1,793,972,525,0.000,0.000,8553090
1,794,978,460,2.154,65.276,9474192
1,795,950,509,1.862,56.436,8487297
1,796,964,476,1.183,35.847,9408399
1,797,945,521,1.612,48.847,8224125
1,798,945,521,0.000,0.000,8224125
1,799,966,482,1.462,44.294,8947848
1,800,953,536,1.833,55.543,8553090
